,Given Stock,Symbol,ISIN,Status,Date of Listing,Basic Industry,Sectoral Index,Macro-Economic Sector,Sector,Industry
1758,SINTERCOM,SINTERCOM,INE129Z01016,Listed,07-Oct-2020,Auto Components & Equipments,NA,Consumer Discretionary,Automobile and Auto Components,Auto Components
1759,SIRCA,SIRCA,INE792Z01011,Listed,22-Jul-2019,Paints,NA,Consumer Discretionary,Consumer Durables,Consumer Durables
1760,SIS,SIS,INE285J01028,Listed,10-Aug-2017,Diversified Commercial Services,NIFTY 500                                         ,Services,Services,Commercial Services & Supplies
1761,SITINET,SITINET,INE965H01011,Listed,10-Jan-2007,TV Broadcasting & Software Production,NIFTY MEDIA                                       ,Consumer Discretionary,Media Entertainment & Publication,Entertainment
1762,SIYSIL,SIYSIL,INE076B01028,Listed,29-Jan-2007,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
1763,SJS,SJS,INE284S01014,Listed,15-Nov-2021,Auto Components & Equipments,NA,Consumer Discretionary,Automobile and Auto Components,Auto Components
1764,SJVN,SJVN,INE002L01015,Listed,20-May-2010,Electric Utilities,NIFTY INFRASTRUCTURE                              ,Utilities,Power,Power
1765,SKFINDIA,SKFINDIA,INE640A01023,Listed,27-Jan-1999,Bearings,NIFTY INFRASTRUCTURE                              ,Industrials,Capital Goods,Industrial Products
1766,SKIPPER,SKIPPER,INE439E01022,Listed,27-May-2015,Heavy Electrical Equipment,NIFTY 500                                         ,Industrials,Capital Goods,Electrical Equipment
1767,SKMEGGPROD,SKMEGGPROD,INE411D01015,Listed,30-May-2001,Other Food Products,NIFTY 500                                         ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
1768,SKP,SKP,INE0KZA01016,Listed,13-Jul-2022,Bearings,NA,Industrials,Capital Goods,Industrial Products
1769,SMARTLINK,SMARTLINK,INE178C01020,Listed,11-Apr-2001,Computers Hardware & Equipments,NIFTY IT                                          ,Information Technology,Information Technology,IT - Hardware
1770,SMCGLOBAL,SMCGLOBAL,INE103C01036,Listed,24-Feb-2021,Stockbroking & Allied,NA,Financial Services,Financial Services,Capital Markets
1771,SMLISUZU,SMLISUZU,INE294B01019,Listed,29-Aug-2003,Commercial Vehicles,NIFTY AUTO                                        ,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles
1772,SMLT,SMLT,INE017W01010,Listed,25-Nov-2021,Iron & Steel Products,NA,Industrials,Capital Goods,Industrial Products
1773,SMSLIFE,SMSLIFE,INE320X01016,Listed,17-Aug-2017,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
1774,SMSPHARMA,SMSPHARMA,INE812G01025,Listed,28-Feb-2007,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
1775,SNOWMAN,SNOWMAN,INE734N01019,Listed,12-Sep-2014,Logistics Solution Provider,NIFTY 500                                         ,Services,Services,Transport Services
1776,SOBHA,SOBHA,INE671H01015,Listed,20-Dec-2006,Residential Commercial Projects,NIFTY REALTY                                      ,Consumer Discretionary,Realty,Realty
1777,SOFTTECH,SOFTTECH,INE728Z01015,Listed,25-Feb-2022,Computers - Software & Consulting,NA,Information Technology,Information Technology,IT - Software
1778,SOLARA,SOLARA,INE624Z01016,Listed,27-Jun-2018,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
1779,SOLARINDS,SOLARINDS,INE343H01029,Listed,03-Apr-2006,Explosives,NIFTY INFRASTRUCTURE                              ,Commodities,Chemicals,Chemicals & Petrochemicals
1780,SOLEX,SOLEX,INE880Y01017,Listed,05-Feb-2018,Heavy Electrical Equipment,NA,Industrials,Capital Goods,Electrical Equipment
1781,SOMANYCERA,SOMANYCERA,INE355A01028,Listed,22-Nov-1995,Furniture Home Furnishing Flooring,NIFTY 500                                         ,Consumer Discretionary,Consumer Durables,Consumer Durables
1782,SOMATEX,SOMATEX,INE314C01013,Listed,14-Aug-1996,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
1783,SOMICONVEY,SOMICONVEY,INE323J01019,Listed,18-Jul-2016,Industrial Equipments,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Manufacturing
1784,SONACOMS,SONACOMS,INE073K01018,Listed,24-Jun-2021,Auto Components & Equipments,NA,Consumer Discretionary,Automobile and Auto Components,Auto Components
1785,SONAMCLOCK,SONAMCLOCK,INE00LM01011,Listed,07-Apr-2022,Consumer Electronics,NA,Consumer Discretionary,Consumer Durables,Consumer Durables
1786,SONATSOFTW,SONATSOFTW,INE269A01021,Listed,28-Jul-1999,Computers - Software & Consulting,NIFTY IT                                          ,Information Technology,Information Technology,IT - Software
1787,SOTL,SOTL,INE035D01020,Listed,28-Jun-1995,Lubricants,NIFTY 500                                         ,Energy,Oil Gas & Consumable Fuels,Petroleum Products
1788,SOUTHBANK,SOUTHBANK,INE683A01023,Listed,08-Dec-1998,Private Sector Bank,NIFTY BANK                                        ,Financial Services,Financial Services,Banks
1789,SOUTHWEST,SOUTHWEST,INE980Y01015,Listed,18-Apr-2019,Diversified Commercial Services,NA,Services,Services,Commercial Services & Supplies
1790,SPAL,SPAL,INE212I01016,Listed,12-Aug-2016,Garments & Apparels,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
1791,SPANDANA,SPANDANA,INE572J01011,Listed,19-Aug-2019,Non Banking Financial Company (NBFC),NA,Financial Services,Financial Services,Finance
1792,SPARC,SPARC,INE232I01014,Listed,18-Jul-2007,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
1793,SPCENET,SPCENET,INE970N01027,Listed,10-Jan-2017,Trading & Distributors,NIFTY IT                                          ,Services,Services,Commercial Services & Supplies
1794,SPECIALITY,SPECIALITY,INE247M01014,Listed,30-May-2012,Restaurants,NIFTY SERVICES SECTOR                             ,Consumer Discretionary,Consumer Services,Leisure Services
1795,SPENCERS,SPENCERS,INE020801028,Listed,25-Jan-2019,Diversified Retail,NIFTY 500,Consumer Discretionary,Consumer Services,Retailing
1796,SPIC,SPIC,INE147A01011,Listed,10-Jan-1996,Fertilizers,NIFTY 500                                         ,Commodities,Chemicals,Fertilizers & Agrochemicals
1797,SPICEJET,SPICEJET,INE285B01017,Permitted to trade,10-May-1995,Airline,NA,Services,Services,Transport Services
1798,SPLIL,SPLIL,INE978G01016,Listed,26-Jul-2005,Trading - Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
1799,SPLPETRO,SPLPETRO,INE663A01025,Listed,24-May-2022,Petrochemicals,NA,Commodities,Chemicals,Chemicals & Petrochemicals
1800,SPMLINFRA,SPMLINFRA,INE937A01023,Listed,14-Feb-1996,Civil Construction,NIFTY INFRASTRUCTURE                              ,Industrials,Construction,Construction
1801,SPORTKING,SPORTKING,INE885H01011,Listed,24-Aug-2022,Other Textile Products,NA,Consumer Discretionary,Textiles,Textiles & Apparels
1802,SPTL,SPTL,INE501W01021,Listed,08-Aug-2017,Plastic Products - Industrial,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
1803,SREEL,SREEL,INE099F01013,Listed,01-Jan-2014,Footwear,NIFTY 500                                         ,Consumer Discretionary,Consumer Durables,Consumer Durables
1804,SREIBNPNCD,SREIBNPNCD,INE881J08607,Listed,11-Aug-2017,NA,NA,,,
1805,SRF,SRF,INE647A01010,Listed,18-Aug-2003,Specialty Chemicals,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
1806,SRHHYPOLTD,SRHHYPOLTD,INE917H01012,Listed,08-May-2007,Commodity Chemicals,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
1807,SRIRAM,SRIRAM,INE634W01012,Listed,07-Jun-2017,NA,NA,,,
1808,SRPL,SRPL,INE008Z01012,Listed,23-Sep-2020,Edible Oil,NA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
1809,SRTRANSFIN,SRTRANSFIN,INE721A01013,Listed,11-Dec-1996,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
1810,SSWL,SSWL,INE802C01033,Listed,06-Jun-2005,Auto Components & Equipments,NIFTY 500                                         ,Consumer Discretionary,Automobile and Auto Components,Auto Components
1811,STAR,STAR,INE939A01011,Listed,02-Feb-2000,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
1812,STARCEMENT,STARCEMENT,INE460H01021,Listed,16-Jun-2017,Cement & Cement Products,NIFTY COMMODITIES                                 ,Commodities,Construction Materials,Cement & Cement Products
1813,STARHEALTH,STARHEALTH,INE575P01011,Listed,10-Dec-2021,General Insurance,NA,Financial Services,Financial Services,Insurance
1814,STARPAPER,STARPAPER,INE733A01018,Listed,13-Sep-1995,Paper & Paper Products,NIFTY 500                                         ,Commodities,Forest Materials,Paper Forest & Jute Products
1815,STARTECK,STARTECK,INE992I01013,Listed,04-May-2022,Non Banking Financial Company (NBFC),NA,Financial Services,Financial Services,Finance
1816,STCINDIA,STCINDIA,INE655A01013,Listed,01-Apr-2003,Trading & Distributors,NIFTY 500                                         ,Services,Services,Commercial Services & Supplies
1817,STEELCAS,STEELCAS,INE124E01020,Listed,23-Nov-2021,Castings & Forgings,NA,Industrials,Capital Goods,Industrial Products
1818,STEELCITY,STEELCITY,INE395H01011,Listed,27-Jun-2019,Stockbroking & Allied,NA,Financial Services,Financial Services,Capital Markets
1819,STEELXIND,STEELXIND,INE503B01021,Listed,20-Jul-2017,Iron & Steel Products,NIFTY METAL                                       ,Industrials,Capital Goods,Industrial Products
1820,STEL,STEL,INE577L01016,Listed,09-Feb-2011,Investment Company,NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
1821,STERTOOLS,STERTOOLS,INE334A01023,Listed,02-Feb-2006,Fastener,NIFTY 500                                         ,Consumer Discretionary,Automobile and Auto Components,Auto Components
1822,STLTECH,STLTECH,INE089C01029,Listed,08-Dec-2000,Other Telecom Services,NA,Telecommunication,Telecommunication,Telecom - Services
1823,STOVEKRAFT,STOVEKRAFT,INE00IN01015,Listed,05-Feb-2021,Household Appliances,NA,Consumer Discretionary,Consumer Durables,Consumer Durables
1824,STYLAMIND,STYLAMIND,INE239C01020,Listed,02-Aug-2021,Plywood Boards/ Laminates,NA,Consumer Discretionary,Consumer Durables,Consumer Durables
1825,SUBCAPCITY,SUBCAPCITY,INE845C01016,Listed,14-Feb-2001,Civil Construction,NIFTY INFRASTRUCTURE                              ,Industrials,Construction,Construction
1826,SUBEXLTD,SUBEXLTD,INE754A01055,Listed,05-Nov-2020,Software Products,NA,Information Technology,Information Technology,IT - Software
1827,SUBROS,SUBROS,INE287B01021,Listed,13-Jul-2005,Auto Components & Equipments,NIFTY 500                                         ,Consumer Discretionary,Automobile and Auto Components,Auto Components
1828,SUDARSCHEM,SUDARSCHEM,INE659A01023,Listed,25-May-1995,Dyes And Pigments,NIFTY 500                                         ,Commodities,Chemicals,Chemicals & Petrochemicals
1829,SUMEETINDS,SUMEETINDS,INE235C01010,Listed,10-Dec-2010,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
1830,SUMICHEM,SUMICHEM,INE258G01013,Listed,27-Jan-2020,Pesticides & Agrochemicals,NA,Commodities,Chemicals,Fertilizers & Agrochemicals
1831,SUMIT,SUMIT,INE748Z01013,Listed,30-Jul-2019,Residential Commercial Projects,NA,Consumer Discretionary,Realty,Realty
1832,SUMMITSEC,SUMMITSEC,INE519C01017,Listed,28-Jan-2011,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
1833,SUNCLAYLTD,SUNCLAYLTD,INE105A01035,Listed,23-Oct-2012,Auto Components & Equipments,NIFTY AUTO                                        ,Consumer Discretionary,Automobile and Auto Components,Auto Components
1834,SUNDARAM,SUNDARAM,INE108E01023,Listed,02-Jun-2010,Stationary,NIFTY 500                                         ,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products
1835,SUNDARMFIN,SUNDARMFIN,INE660A01013,Listed,07-Jan-1998,Non Banking Financial Company (NBFC),NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
1836,SUNDARMHLD,SUNDARMHLD,INE202Z01029,Listed,26-Mar-2018,Investment Company,NIFTY FINANCIAL SERVICES                          ,Financial Services,Financial Services,Finance
1837,SUNDRMBRAK,SUNDRMBRAK,INE073D01013,Listed,17-Jul-1996,Auto Components & Equipments,NIFTY 500                                         ,Consumer Discretionary,Automobile and Auto Components,Auto Components
1838,SUNDRMFAST,SUNDRMFAST,INE387A01021,Listed,07-Jun-2000,Fastener,NIFTY AUTO                                        ,Consumer Discretionary,Automobile and Auto Components,Auto Components
1839,SUNFLAG,SUNFLAG,INE947A01014,Listed,29-Sep-2005,Iron & Steel,NIFTY METAL                                       ,Commodities,Metals & Mining,Ferrous Metals
1840,SUNPHARMA,SUNPHARMA,INE044A01036,Listed,08-Feb-1995,Pharmaceuticals,NIFTY PHARMA                                      ,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
1841,SUNTECK,SUNTECK,INE805D01034,Listed,13-Nov-2009,Residential Commercial Projects,NIFTY REALTY                                      ,Consumer Discretionary,Realty,Realty
1842,SUNTV,SUNTV,INE424H01027,Listed,24-Apr-2006,TV Broadcasting & Software Production,NIFTY MEDIA                                       ,Consumer Discretionary,Media Entertainment & Publication,Entertainment
1843,SUPERHOUSE,SUPERHOUSE,INE712B01010,Listed,26-Sep-2014,Leather And Leather Products,NIFTY 500                                         ,Consumer Discretionary,Consumer Durables,Consumer Durables
1844,SUPERSPIN,SUPERSPIN,INE662A01027,Listed,08-Jul-2004,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
1845,SUPRAJIT,SUPRAJIT,INE399C01030,Listed,18-Feb-2005,Auto Components & Equipments,NIFTY AUTO                                        ,Consumer Discretionary,Automobile and Auto Components,Auto Components
1846,SUPREMEENG,SUPREMEENG,INE319Z01021,Listed,04-Dec-2020,Iron & Steel Products,NA,Industrials,Capital Goods,Industrial Products
1847,SUPREMEIND,SUPREMEIND,INE195A01028,Listed,19-Jul-1995,Plastic Products - Industrial,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
1848,SUPREMEINF,SUPREMEINF,INE550H01011,Listed,18-Oct-2007,Engineering Designing & Construction,NIFTY INFRASTRUCTURE                              ,Industrials,Construction,Construction
1849,SUPRIYA,SUPRIYA,INE07RO01027,Listed,28-Dec-2021,Pharmaceuticals,NA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
1850,SURANASOL,SURANASOL,INE272L01022,Listed,07-Jan-2011,Heavy Electrical Equipment,NIFTY 500                                         ,Industrials,Capital Goods,Electrical Equipment
1851,SURANAT&P,,,,,,,,,
1852,SURYALAXMI,SURYALAXMI,INE713B01026,Listed,15-Jun-2005,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
1853,SURYAROSNI,SURYAROSNI,INE335A01012,Listed,10-May-1995,Iron & Steel Products,NIFTY METAL                                       ,Industrials,Capital Goods,Industrial Products
1854,SURYODAY,SURYODAY,INE428Q01011,Listed,26-Mar-2021,Other Bank,NA,Financial Services,Financial Services,Banks
1855,SUTLEJTEX,SUTLEJTEX,INE645H01027,Listed,14-Dec-2006,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
1856,SUULD,SUULD,INE591Q01016,Listed,19-Oct-2020,Other Agricultural Products,NA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
1857,SUVEN,SUVEN,INE495B01038,Listed,23-Oct-2003,Healthcare Research Analytics & Technology,NIFTY PHARMA                                      ,Healthcare,Healthcare,Healthcare Services
1858,SUVENPHAR,SUVENPHAR,INE03QK01018,Listed,09-Mar-2020,Pharmaceuticals,NA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
1859,SUVIDHAA,SUVIDHAA,INE018401013,Listed,31-Mar-2021,Financial Technology (Fintech),NA,Financial Services,Financial Services,Financial Technology (Fintech)
1860,SUZLON,SUZLON,INE040H01021,Listed,19-Oct-2005,Heavy Electrical Equipment,NIFTY 500                                         ,Industrials,Capital Goods,Electrical Equipment
1861,SVPGLOB,SVPGLOB,INE308E01029,Listed,14-Jul-2021,Other Textile Products,NA,Consumer Discretionary,Textiles,Textiles & Apparels
1862,SWANENERGY,SWANENERGY,INE665A01038,Listed,29-May-2012,Other Textile Products,NIFTY 500                                         ,Consumer Discretionary,Textiles,Textiles & Apparels
1863,SWARAJENG,SWARAJENG,INE277A01016,Listed,06-Dec-1995,Diesel Engines,NIFTY AUTO                                        ,Industrials,Capital Goods,Industrial Products
1864,SWASTIK,SWASTIK,INE0DGC01025,Listed,12-Oct-2022,Iron & Steel Products,NA,Industrials,Capital Goods,Industrial Products
1865,SWELECTES,SWELECTES,INE409B01013,Listed,09-May-2006,Heavy Electrical Equipment,NIFTY 500                                         ,Industrials,Capital Goods,Electrical Equipment
1866,SWSOLAR,SWSOLAR,INE00M201021,Listed,20-Aug-2019,Engineering Designing & Construction,NA,Industrials,Construction,Construction
1867,SYMPHONY,SYMPHONY,INE225D01027,Listed,15-Jun-2011,Consumer Electronics,NIFTY INDIA CONSUMPTION                           ,Consumer Discretionary,Consumer Durables,Consumer Durables
1868,SYNGENE,SYNGENE,INE398R01022,Listed,11-Aug-2015,Healthcare Research Analytics & Technology,NIFTY 500                                         ,Healthcare,Healthcare,Healthcare Services
1869,SYRMA,SYRMA,INE0DYJ01015,Listed,26-Aug-2022,Industrial Electronics,NA,Industrials,Capital Goods,Industrial Manufacturing
1870,TAINWALCHM,TAINWALCHM,INE123C01018,Listed,27-Jul-1995,Plastic Products - Industrial,NIFTY 500                                         ,Industrials,Capital Goods,Industrial Products
1871,TAJGVK,TAJGVK,INE586B01026,Listed,20-Dec-2000,Hotels & Resorts,NIFTY SERVICES SECTOR                             ,Consumer Discretionary,Consumer Services,Leisure Services
1872,TAKE,TAKE,INE142I01023,Listed,27-Aug-2007,Healthcare Research Analytics & Technology,NIFTY IT                                          ,Healthcare,Healthcare,Healthcare Services
